unified_id;month;zipcode;city;host_type;bedrooms;bathrooms;guests;revenue;openness;occupancy;nightly rate;lead time;length stay
AIR18567243;2019-1;92314;Big Bear City;Professionals;3;1;6;2274,680016;31;0,35483871;206,7890923;11,57142857;1,571428571
AIR18567243;2019-10;92314;Big Bear City;Professionals;3;1;6;549,9200134;31;0,161290323;109,9840027;1;2,5
AIR18567243;2019-11;92314;Big Bear City;Professionals;3;1;6;775;30;0,166666667;155;11,25;1,25
AIR18567243;2019-12;92314;Big Bear City;Professionals;3;1;6;3275,920006;31;0,35483871;297,8109096;26,42857143;1,571428571
AIR18567243;2019-2;92314;Big Bear City;Professionals;3;1;6;2724,649971;28;0,392857143;247,6954519;9,166666667;1,833333333
AIR18567243;2019-3;92314;Big Bear City;Professionals;3;1;6;674,909996;31;0,096774194;224,9699987;4;1
AIR18567243;2019-4;92314;Big Bear City;Professionals;3;1;6;0;30;0;;;
AIR18567243;2019-5;92314;Big Bear City;Professionals;3;1;6;281,9400101;31;0,096774194;93,98000336;10;3
AIR18567243;2019-6;92314;Big Bear City;Professionals;3;1;6;899,8200302;30;0,3;99,98000336;78,25;2,25
AIR18567243;2019-7;92314;Big Bear City;Professionals;3;1;6;1256,819992;31;0,225806452;179,5457132;18,5;1,75
AIR18567243;2019-8;92314;Big Bear City;Professionals;3;1;6;1212,760033;31;0,387096774;101,0633361;3;2,6
AIR18567243;2019-9;92314;Big Bear City;Professionals;3;1;6;743,840023;30;0,266666667;92,98000288;1;3,5
AIR18567260;2019-1;92314;Big Bear City;Professionals;4;1.5;8;0;31;0;;;
AIR18567260;2019-2;92314;Big Bear City;Professionals;4;1.5;8;0;28;0;;;
AIR18567260;2019-3;92314;Big Bear City;Professionals;4;1.5;8;0;31;0;;;
AIR18567260;2019-4;92314;Big Bear City;Professionals;4;1.5;8;0;1;0;;;
AIR18567298;2019-1;92315;Big Bear Lake;Professionals;4;3;15+;17858,30005;31;0,419354839;1373,715388;41,42857143;2,142857143
AIR18567298;2019-10;92315;Big Bear Lake;Professionals;4;3;15+;2099,730042;31;0,161290323;419,9460083;51,5;2,5
AIR18567298;2019-11;92315;Big Bear Lake;Professionals;4;3;15+;2750;30;0,166666667;550;9,666666667;1,666666667
AIR18567298;2019-12;92315;Big Bear Lake;Professionals;4;3;15+;12250;31;0,322580645;1225;6,6;2
AIR18567298;2019-2;92315;Big Bear Lake;Professionals;4;3;15+;10698,88013;28;0,464285714;822,990779;23,83333333;2,166666667
AIR18567298;2019-3;92315;Big Bear Lake;Professionals;4;3;15+;749,9199829;31;0,032258065;749,9199829;9;1
AIR18567298;2019-4;92315;Big Bear Lake;Professionals;4;3;15+;899,8900146;30;0,066666667;449,9450073;25,5;1
AIR18567298;2019-5;92315;Big Bear Lake;Professionals;4;3;15+;1499,820007;31;0,096774194;499,9400024;31;2
AIR18567298;2019-6;92315;Big Bear Lake;Professionals;4;3;15+;4899,400085;30;0,366666667;445,4000078;64,75;2,5
AIR18567298;2019-7;92315;Big Bear Lake;Professionals;4;3;15+;5549,389893;31;0,258064516;693,6737366;13,2;1,6
AIR18567298;2019-8;92315;Big Bear Lake;Professionals;4;3;15+;8459,509949;31;0,483870968;563,9673299;25,8;3,2
AIR18567298;2019-9;92315;Big Bear Lake;Professionals;4;3;15+;360,4500122;30;0,033333333;360,4500122;;
AIR18567310;2019-1;92315;Big Bear Lake;Professionals;3;2;7;0;31;0;;;
AIR18567310;2019-2;92315;Big Bear Lake;Professionals;3;2;7;0;28;0;;;
AIR18567310;2019-3;92315;Big Bear Lake;Professionals;3;2;7;0;31;0;;;
AIR18567310;2019-4;92315;Big Bear Lake;Professionals;3;2;7;0;30;0;;;
AIR18567310;2019-5;92315;Big Bear Lake;Professionals;3;2;7;0;31;0;;;
AIR18567310;2019-6;92315;Big Bear Lake;Professionals;3;2;7;0;30;0;;;
AIR18567310;2019-7;92315;Big Bear Lake;Professionals;3;2;7;0;31;0;;;
AIR18567310;2019-8;92315;Big Bear Lake;Professionals;3;2;7;0;3;0;;;
AIR18567326;2019-1;92314;Big Bear City;Professionals;3;2;10;0;31;0;;;
AIR18567326;2019-2;92314;Big Bear City;Professionals;3;2;10;0;28;0;;;
AIR18567326;2019-3;92314;Big Bear City;Professionals;3;2;10;0;31;0;;;
AIR18567326;2019-4;92314;Big Bear City;Professionals;3;2;10;0;1;0;;;
AIR18567332;2019-1;92314;Big Bear City;Professionals;3;2;14;19258,62958;31;0,967741935;641,9543193;20;279
AIR18567332;2019-2;92314;Big Bear City;Professionals;3;2;14;0;28;0;;;
AIR18567332;2019-3;92314;Big Bear City;Professionals;3;2;14;0;31;0;;;
AIR18567332;2019-4;92314;Big Bear City;Professionals;3;2;14;0;6;0;;;
AIR18567337;2019-1;92315;Big Bear Lake;Professionals;3;2.5;10;5159,430115;31;0,35483871;469,0391013;12,6;2,2
AIR18567337;2019-10;92315;Big Bear Lake;Professionals;3;2.5;10;0;31;0;;;
AIR18567337;2019-11;92315;Big Bear Lake;Professionals;3;2.5;10;0;30;0;;;
AIR18567337;2019-12;92315;Big Bear Lake;Professionals;3;2.5;10;0;31;0;;;
AIR18567337;2019-2;92315;Big Bear Lake;Professionals;3;2.5;10;6683,240021;28;0,5;477,3742872;23,2;2,8
AIR18567337;2019-3;92315;Big Bear Lake;Professionals;3;2.5;10;10492,73987;31;0,870967742;388,6199951;56,33333333;9
AIR18567337;2019-4;92315;Big Bear Lake;Professionals;3;2.5;10;0;30;0;;;
AIR18567337;2019-5;92315;Big Bear Lake;Professionals;3;2.5;10;0;31;0;;;
AIR18567337;2019-6;92315;Big Bear Lake;Professionals;3;2.5;10;0;30;0;;;
AIR18567337;2019-7;92315;Big Bear Lake;Professionals;3;2.5;10;1386,810013;31;0,193548387;231,1350021;127;5
AIR18567337;2019-8;92315;Big Bear Lake;Professionals;3;2.5;10;979,8400269;31;0,129032258;244,9600067;;
AIR18567337;2019-9;92315;Big Bear Lake;Professionals;3;2.5;10;0;30;0;;;
AIR18567340;2019-1;92314;Big Bear City;Professionals;4;4;12;0;5;0;;;
AIR18567347;2019-1;92314;Big Bear City;Professionals;3;2;8;0;5;0;;;
AIR18567371;2019-1;92315;Big Bear Lake;Professionals;3;2;6;4499,499954;31;0,387096774;374,9583295;8,2;2,4
AIR18567371;2019-10;92315;Big Bear Lake;Professionals;3;2;6;899,929985;31;0,225806452;128,5614264;7,25;1,75
AIR18567371;2019-11;92315;Big Bear Lake;Professionals;3;2;6;1099,949989;30;0,166666667;219,9899979;13;2,5
AIR18567371;2019-12;92315;Big Bear Lake;Professionals;3;2;6;4550;31;0,322580645;455;13;1,666666667
AIR18567371;2019-2;92315;Big Bear Lake;Professionals;3;2;6;2549,699982;28;0,321428571;283,299998;9,25;2,25
AIR18567371;2019-3;92315;Big Bear Lake;Professionals;3;2;6;374,9300079;31;0,096774194;124,9766693;2;3
AIR18567371;2019-4;92315;Big Bear Lake;Professionals;3;2;6;0;30;0;;;
AIR18567371;2019-5;92315;Big Bear Lake;Professionals;3;2;6;1349,819962;31;0,290322581;149,9799957;8;9
AIR18567371;2019-6;92315;Big Bear Lake;Professionals;3;2;6;829,8999786;30;0,166666667;165,9799957;26,5;2,5
AIR18567371;2019-7;92315;Big Bear Lake;Professionals;3;2;6;1745,789978;31;0,290322581;193,9766642;16,33333333;3
AIR18567371;2019-8;92315;Big Bear Lake;Professionals;3;2;6;1743,789963;31;0,322580645;174,3789963;17,25;2,75
AIR18567371;2019-9;92315;Big Bear Lake;Professionals;3;2;6;1627,649979;30;0,466666667;116,2607128;29;3,25
AIR18567391;2019-1;92315;Big Bear Lake;Professionals;3;2;10;5649,340103;31;0,419354839;434,5646233;8,428571429;1,857142857
AIR18567391;2019-10;92315;Big Bear Lake;Professionals;3;2;10;185;31;0,032258065;185;1;1
AIR18567391;2019-11;92315;Big Bear Lake;Professionals;3;2;10;1477,160034;30;0,133333333;369,2900085;65;4
AIR18567391;2019-12;92315;Big Bear Lake;Professionals;3;2;10;8057,850006;31;0,483870968;537,1900004;41,14285714;2,142857143
AIR18567391;2019-2;92315;Big Bear Lake;Professionals;3;2;10;4699,460052;28;0,357142857;469,9460052;11,66666667;1,666666667
AIR18567391;2019-3;92315;Big Bear Lake;Professionals;3;2;10;1901,769958;31;0,193548387;316,9616597;7,25;1,5
AIR18567391;2019-4;92315;Big Bear Lake;Professionals;3;2;10;199,9700012;30;0,033333333;199,9700012;9;1
AIR18567391;2019-5;92315;Big Bear Lake;Professionals;3;2;10;303,9400024;31;0,064516129;151,9700012;6;2
AIR18567391;2019-6;92315;Big Bear Lake;Professionals;3;2;10;1549,710022;30;0,3;172,1900024;4;4,5
AIR18567391;2019-7;92315;Big Bear Lake;Professionals;3;2;10;2907,519989;31;0,483870968;193,8346659;30,5;3,75
AIR18567391;2019-8;92315;Big Bear Lake;Professionals;3;2;10;351,9400024;31;0,064516129;175,9700012;60,5;1,5
AIR18567391;2019-9;92315;Big Bear Lake;Professionals;3;2;10;201,9700012;30;0,033333333;201,9700012;;
AIR18567416;2019-1;92315;Big Bear Lake;Professionals;3;1.5;6;3809,569977;31;0,35483871;346,3245433;6,571428571;1,857142857
AIR18567416;2019-10;92315;Big Bear Lake;Professionals;3;1.5;6;699,9599915;31;0,161290323;139,9919983;4,5;2,5
AIR18567416;2019-11;92315;Big Bear Lake;Professionals;3;1.5;6;1275;30;0,2;212,5;1;3
AIR18567416;2019-12;92315;Big Bear Lake;Professionals;3;1.5;6;2430;31;0,193548387;405;14;2,333333333
AIR18567416;2019-2;92315;Big Bear Lake;Professionals;3;1.5;6;2599,709961;28;0,25;371,3871373;5,4;1,4
AIR18567416;2019-3;92315;Big Bear Lake;Professionals;3;1.5;6;499,9399872;31;0,064516129;249,9699936;1;2
AIR18567416;2019-4;92315;Big Bear Lake;Professionals;3;1.5;6;1919,779953;30;0,366666667;174,5254503;13,66666667;44,33333333
AIR18567416;2019-5;92315;Big Bear Lake;Professionals;3;1.5;6;5044,359879;31;1;162,7212864;;
AIR18567416;2019-6;92315;Big Bear Lake;Professionals;3;1.5;6;4724,399872;30;1;157,4799957;;
AIR18567416;2019-7;92315;Big Bear Lake;Professionals;3;1.5;6;4882,679886;31;1;157,5058028;;
AIR18567416;2019-8;92315;Big Bear Lake;Professionals;3;1.5;6;4891,039879;31;1;157,77548;1;1
AIR18567416;2019-9;92315;Big Bear Lake;Professionals;3;1.5;6;99,98000336;30;0,033333333;99,98000336;4;1
AIR18567425;2019-1;92315;Big Bear Lake;Professionals;4;2;9;8219,080017;31;0,580645161;456,6155565;8,125;2,5
AIR18567425;2019-10;92315;Big Bear Lake;Professionals;4;2;9;5703,070038;31;1;183,9700012;;
AIR18567425;2019-11;92315;Big Bear Lake;Professionals;4;2;9;5519,100037;30;1;183,9700012;;
AIR18567425;2019-12;92315;Big Bear Lake;Professionals;4;2;9;5519,100037;31;0,967741935;183,9700012;;
AIR18567425;2019-2;92315;Big Bear Lake;Professionals;4;2;9;5519,349976;28;0,535714286;367,956665;18;2,142857143
AIR18567425;2019-3;92315;Big Bear Lake;Professionals;4;2;9;9833,780045;31;1;317,2187111;32;305
AIR18567425;2019-4;92315;Big Bear Lake;Professionals;4;2;9;4569,319916;30;1;152,3106639;;
AIR18567425;2019-5;92315;Big Bear Lake;Professionals;4;2;9;4909,279922;31;1;158,3638685;;
AIR18567425;2019-6;92315;Big Bear Lake;Professionals;4;2;9;5114,199982;30;1;170,4733327;;
AIR18567425;2019-7;92315;Big Bear Lake;Professionals;4;2;9;5804,040009;31;1;187,227097;;
AIR18567425;2019-8;92315;Big Bear Lake;Professionals;4;2;9;5714,070038;31;1;184,3248399;;
AIR18567425;2019-9;92315;Big Bear Lake;Professionals;4;2;9;5560,100037;30;1;185,3366679;;
AIR18567430;2019-1;92315;Big Bear Lake;Professionals;3;2;7;4999,419922;31;0,548387097;294,0835248;10,25;2,125
AIR18567430;2019-10;92315;Big Bear Lake;Professionals;3;2;7;299,9599915;31;0,064516129;149,9799957;2;2
AIR18567430;2019-11;92315;Big Bear Lake;Professionals;3;2;7;1900;30;0,266666667;237,5;12,5;2
AIR18567430;2019-12;92315;Big Bear Lake;Professionals;3;2;7;6800;31;0,387096774;566,6666667;6,125;1,625
AIR18567430;2019-2;92315;Big Bear Lake;Professionals;3;2;7;4189,519989;28;0,428571429;349,1266658;19,4;2,4
AIR18567430;2019-3;92315;Big Bear Lake;Professionals;3;2;7;2289,730034;31;0,193548387;381,6216723;3;1,2
AIR18567430;2019-4;92315;Big Bear Lake;Professionals;3;2;7;449,9400024;30;0,066666667;224,9700012;1,5;1
AIR18567430;2019-5;92315;Big Bear Lake;Professionals;3;2;7;569,9100037;31;0,096774194;189,9700012;3,5;1,5
AIR18567430;2019-6;92315;Big Bear Lake;Professionals;3;2;7;0;30;0;;;
AIR18567430;2019-7;92315;Big Bear Lake;Professionals;3;2;7;749,9100037;31;0,096774194;249,9700012;3;3
AIR18567430;2019-8;92315;Big Bear Lake;Professionals;3;2;7;113,9800034;31;0,032258065;113,9800034;4;1
AIR18567430;2019-9;92315;Big Bear Lake;Professionals;3;2;7;0;30;0;;;
AIR18567468;2019-1;92315;Big Bear Lake;Professionals;3;3;7;0;31;0;;;
AIR18567468;2019-10;92315;Big Bear Lake;Professionals;3;3;7;0;31;0;;;
AIR18567468;2019-11;92315;Big Bear Lake;Professionals;3;3;7;0;1;0;;;
AIR18567468;2019-2;92315;Big Bear Lake;Professionals;3;3;7;0;28;0;;;
AIR18567468;2019-3;92315;Big Bear Lake;Professionals;3;3;7;0;31;0;;;
AIR18567468;2019-4;92315;Big Bear Lake;Professionals;3;3;7;0;30;0;;;
AIR18567468;2019-5;92315;Big Bear Lake;Professionals;3;3;7;0;31;0;;;
AIR18567468;2019-6;92315;Big Bear Lake;Professionals;3;3;7;0;30;0;;;
AIR18567468;2019-7;92315;Big Bear Lake;Professionals;3;3;7;0;31;0;;;
AIR18567468;2019-8;92315;Big Bear Lake;Professionals;3;3;7;0;31;0;;;
AIR18567468;2019-9;92315;Big Bear Lake;Professionals;3;3;7;0;30;0;;;
AIR18567474;2019-1;92315;Big Bear Lake;Professionals;3;2;5;3837,53997;31;0,35483871;348,86727;32,33333333;2
AIR18567474;2019-10;92315;Big Bear Lake;Professionals;3;2;5;0;31;0;;;
AIR18567474;2019-11;92315;Big Bear Lake;Professionals;3;2;5;550;30;0,1;183,3333333;2,5;1,5
AIR18567474;2019-12;92315;Big Bear Lake;Professionals;3;2;5;3250;31;0,322580645;325;19,66666667;1,833333333
AIR18567474;2019-2;92315;Big Bear Lake;Professionals;3;2;5;2299,719971;28;0,285714286;287,4649963;10,6;1,6
AIR18567474;2019-3;92315;Big Bear Lake;Professionals;3;2;5;1022,879974;31;0,096774194;340,9599915;3;1,5
AIR18567474;2019-4;92315;Big Bear Lake;Professionals;3;2;5;491,9200134;30;0,133333333;122,9800034;82;4
AIR18567474;2019-5;92315;Big Bear Lake;Professionals;3;2;5;0;31;0;;;
AIR18567474;2019-6;92315;Big Bear Lake;Professionals;3;2;5;0;30;0;;;
AIR18567474;2019-7;92315;Big Bear Lake;Professionals;3;2;5;1374,780022;31;0,290322581;152,7533357;7;2,25
AIR18567474;2019-8;92315;Big Bear Lake;Professionals;3;2;5;743,890007;31;0,129032258;185,9725018;30,5;2,5
AIR18567474;2019-9;92315;Big Bear Lake;Professionals;3;2;5;193,9600067;30;0,066666667;96,98000336;16;1
AIR18567481;2019-1;92315;Big Bear Lake;Professionals;4;2;15+;16736,39977;31;0,580645161;929,7999869;171,4285714;2,857142857
AIR18567481;2019-10;92315;Big Bear Lake;Professionals;4;2;15+;1899,609985;31;0,258064516;237,4512482;48,75;2
AIR18567481;2019-11;92315;Big Bear Lake;Professionals;4;2;15+;3571,959976;30;0,5;238,1306651;73,4;3
AIR18567481;2019-12;92315;Big Bear Lake;Professionals;4;2;15+;4864,480064;31;0,548387097;286,1458861;116,8571429;2,428571429
AIR18567481;2019-2;92315;Big Bear Lake;Professionals;4;2;15+;10069,86983;28;0,464285714;774,6053713;100,5;2,166666667
AIR18567481;2019-3;92315;Big Bear Lake;Professionals;4;2;15+;6585,999969;31;0,580645161;365,8888872;91,28571429;2,571428571
AIR18567481;2019-4;92315;Big Bear Lake;Professionals;4;2;15+;1549,720062;30;0,2;258,286677;43,66666667;2
AIR18567481;2019-5;92315;Big Bear Lake;Professionals;4;2;15+;599,8800201;31;0,096774194;199,9600067;73,5;2
AIR18567481;2019-6;92315;Big Bear Lake;Professionals;4;2;15+;2849,430084;30;0,433333333;219,1869296;82,16666667;2
AIR18567481;2019-7;92315;Big Bear Lake;Professionals;4;2;15+;3369,780104;31;0,548387097;198,222359;41,16666667;2,833333333
AIR18567481;2019-8;92315;Big Bear Lake;Professionals;4;2;15+;5484,500183;31;0,709677419;249,2954629;36,6;2,3
AIR18567481;2019-9;92315;Big Bear Lake;Professionals;4;2;15+;1710,130005;30;0,266666667;213,7662506;37,75;1,75
AIR18567553;2019-1;92315;Big Bear Lake;Professionals;3;1.5;6;3649,580032;31;0,387096774;304,1316694;20;1,714285714
AIR18567553;2019-10;92315;Big Bear Lake;Professionals;3;1.5;6;0;31;0;;;
AIR18567553;2019-11;92315;Big Bear Lake;Professionals;3;1.5;6;917,8800049;30;0,166666667;183,576001;33;2,5
AIR18567553;2019-12;92315;Big Bear Lake;Professionals;3;1.5;6;3600;31;0,225806452;514,2857143;8;1,333333333
AIR18567553;2019-2;92315;Big Bear Lake;Professionals;3;1.5;6;3117,620041;28;0,392857143;283,4200037;8,571428571;1,571428571
AIR18567553;2019-3;92315;Big Bear Lake;Professionals;3;1.5;6;981,8599854;31;0,129032258;245,4649963;18,5;2
AIR18567553;2019-4;92315;Big Bear Lake;Professionals;3;1.5;6;449,9399872;30;0,1;149,9799957;3;3
AIR18567553;2019-5;92315;Big Bear Lake;Professionals;3;1.5;6;142,9600029;31;0,096774194;47,6533343;13;3
AIR18567553;2019-6;92315;Big Bear Lake;Professionals;3;1.5;6;99,98000336;30;0,033333333;99,98000336;1;1
AIR18567553;2019-7;92315;Big Bear Lake;Professionals;3;1.5;6;736,8799896;31;0,193548387;122,8133316;7;3
AIR18567553;2019-8;92315;Big Bear Lake;Professionals;3;1.5;6;737,8799896;31;0,193548387;122,9799983;5,666666667;2,333333333
AIR18567553;2019-9;92315;Big Bear Lake;Professionals;3;1.5;6;68,98000336;30;0,033333333;68,98000336;;
AIR18567624;2019-1;92315;Big Bear Lake;Professionals;3;1.5;5;2799,670013;31;0,35483871;254,5154558;7,333333333;1,833333333
AIR18567624;2019-10;92315;Big Bear Lake;Professionals;3;1.5;5;2154,729958;31;0,806451613;86,1891983;33,66666667;7,666666667
AIR18567624;2019-11;92315;Big Bear Lake;Professionals;3;1.5;5;769,970005;30;0,2;128,3283342;17,66666667;2
AIR18567624;2019-12;92315;Big Bear Lake;Professionals;3;1.5;5;3900;31;0,322580645;390;9;2
AIR18567624;2019-2;92315;Big Bear Lake;Professionals;3;1.5;5;3049,629982;28;0,464285714;234,5869217;12,2;2,6
AIR18567624;2019-3;92315;Big Bear Lake;Professionals;3;1.5;5;999,8800049;31;0,129032258;249,9700012;1,333333333;1,333333333
AIR18567624;2019-4;92315;Big Bear Lake;Professionals;3;1.5;5;499,9000168;30;0,166666667;99,98000336;24;2,5
AIR18567624;2019-5;92315;Big Bear Lake;Professionals;3;1.5;5;0;31;0;;;
AIR18567624;2019-6;92315;Big Bear Lake;Professionals;3;1.5;5;299,9599915;30;0,066666667;149,9799957;1;2
AIR18567624;2019-7;92315;Big Bear Lake;Professionals;3;1.5;5;382,4400101;31;0,096774194;127,4800034;26;3
AIR18567624;2019-8;92315;Big Bear Lake;Professionals;3;1.5;5;749,9099808;31;0,290322581;83,3233312;7,75;2,5
AIR18567624;2019-9;92315;Big Bear Lake;Professionals;3;1.5;5;1612,299957;30;0,533333333;100,7687473;8;17
AIR18567628;2019-1;92315;Big Bear Lake;Professionals;4;3;12;0;31;0;;;
AIR18567628;2019-2;92315;Big Bear Lake;Professionals;4;3;12;0;28;0;;;
AIR18567628;2019-3;92315;Big Bear Lake;Professionals;4;3;12;0;31;0;;;
AIR18567628;2019-4;92315;Big Bear Lake;Professionals;4;3;12;0;30;0;;;
AIR18567628;2019-5;92315;Big Bear Lake;Professionals;4;3;12;0;31;0;;;
AIR18567628;2019-6;92315;Big Bear Lake;Professionals;4;3;12;0;1;0;;;
AIR18567631;2019-1;92315;Big Bear Lake;Professionals;3;3.5;12;4799,320099;31;0,451612903;342,8085785;16,66666667;2,5
AIR18567631;2019-10;92315;Big Bear Lake;Professionals;3;3.5;12;1249,839981;31;0,225806452;178,5485687;70,5;3,5
AIR18567631;2019-11;92315;Big Bear Lake;Professionals;3;3.5;12;5812,940002;30;0,5;387,5293335;22,25;3,75
AIR18567631;2019-12;92315;Big Bear Lake;Professionals;3;3.5;12;8109,919983;31;0,322580645;810,9919983;22;1,428571429
AIR18567631;2019-2;92315;Big Bear Lake;Professionals;3;3.5;12;4399,470032;28;0,321428571;488,8300035;7,6;1,8
AIR18567631;2019-3;92315;Big Bear Lake;Professionals;3;3.5;12;4699,420013;31;0,483870968;313,2946676;12;2,714285714
AIR18567631;2019-4;92315;Big Bear Lake;Professionals;3;3.5;12;599,9199829;30;0,133333333;149,9799957;;
AIR18567631;2019-5;92315;Big Bear Lake;Professionals;3;3.5;12;924,8699951;31;0,161290323;184,973999;10,5;2,5
AIR18567631;2019-6;92315;Big Bear Lake;Professionals;3;3.5;12;2424,679947;30;0,5;161,6453298;7,666666667;2,5
AIR18567631;2019-7;92315;Big Bear Lake;Professionals;3;3.5;12;3362,610016;31;0,387096774;280,2175013;10,83333333;2,166666667
AIR18567631;2019-8;92315;Big Bear Lake;Professionals;3;3.5;12;2249,769958;31;0,193548387;374,9616597;16;1,666666667
AIR18567631;2019-9;92315;Big Bear Lake;Professionals;3;3.5;12;2662,999985;30;0,433333333;204,8461527;21,33333333;2,166666667
AIR18567640;2019-1;92315;Big Bear Lake;Professionals;3;2;5;2549,65004;31;0,35483871;231,7863672;9,75;1,375
AIR18567640;2019-10;92315;Big Bear Lake;Professionals;3;2;5;100;31;0,032258065;100;1;1
AIR18567640;2019-11;92315;Big Bear Lake;Professionals;3;2;5;675;30;0,1;225;2,5;1,5
AIR18567640;2019-12;92315;Big Bear Lake;Professionals;3;2;5;5550;31;0,419354839;426,9230769;4,428571429;1,857142857
AIR18567640;2019-2;92315;Big Bear Lake;Professionals;3;2;5;2274,68;28;0,392857143;206,7890909;26,4;2,2
AIR18567640;2019-3;92315;Big Bear Lake;Professionals;3;2;5;599,9100037;31;0,096774194;199,9700012;5,5;1,5
AIR18567640;2019-4;92315;Big Bear Lake;Professionals;3;2;5;0;30;0;;;
AIR18567640;2019-5;92315;Big Bear Lake;Professionals;3;2;5;399,9400024;31;0,064516129;199,9700012;1;2
AIR18567640;2019-6;92315;Big Bear Lake;Professionals;3;2;5;0;30;0;;;
AIR18567640;2019-7;92315;Big Bear Lake;Professionals;3;2;5;2024,73999;31;0,322580645;202,473999;60;3,666666667
AIR18567640;2019-8;92315;Big Bear Lake;Professionals;3;2;5;637,8999939;31;0,129032258;159,4749985;15;3
AIR18567640;2019-9;92315;Big Bear Lake;Professionals;3;2;5;0;30;0;;;
AIR18567643;2019-1;92315;Big Bear Lake;Professionals;3;1;8;3524,559959;31;0,35483871;320,4145418;9;1,375
AIR18567643;2019-10;92315;Big Bear Lake;Professionals;3;1;8;1099,780037;31;0,35483871;99,98000336;1;1
AIR18567643;2019-11;92315;Big Bear Lake;Professionals;3;1;8;600;30;0,1;200;9;1,5
AIR18567643;2019-12;92315;Big Bear Lake;Professionals;3;1;8;2419,969999;31;0,258064516;302,4962499;32;1,6
AIR18567643;2019-2;92315;Big Bear Lake;Professionals;3;1;8;2824,659935;28;0,321428571;313,8511039;9,6;1,8
AIR18567643;2019-3;92315;Big Bear Lake;Professionals;3;1;8;2144,67997;31;0,322580645;214,467997;1;3,333333333
AIR18567643;2019-4;92315;Big Bear Lake;Professionals;3;1;8;349,9400024;30;0,066666667;174,9700012;6;2
AIR18567643;2019-5;92315;Big Bear Lake;Professionals;3;1;8;389,9399872;31;0,096774194;129,9799957;7,5;1,5
AIR18567643;2019-6;92315;Big Bear Lake;Professionals;3;1;8;259,9599915;30;0,066666667;129,9799957;31;2
AIR18567643;2019-7;92315;Big Bear Lake;Professionals;3;1;8;245,9600067;31;0,064516129;122,9800034;5;2
AIR18567643;2019-8;92315;Big Bear Lake;Professionals;3;1;8;107,9599991;31;0,064516129;53,97999954;5;3
AIR18567643;2019-9;92315;Big Bear Lake;Professionals;3;1;8;2853,420094;30;0,966666667;98,39379633;3,333333333;12,66666667
AIR18567675;2019-1;92314;Big Bear City;Professionals;3;2;7;4299,499908;31;0,419354839;330,7307622;12,28571429;2,285714286
AIR18567675;2019-10;92314;Big Bear City;Professionals;3;2;7;399,9399948;31;0,096774194;133,3133316;48;3
AIR18567675;2019-11;92314;Big Bear City;Professionals;3;2;7;2399,959991;30;0,333333333;239,9959991;7;2,5
AIR18567675;2019-12;92314;Big Bear City;Professionals;3;2;7;5585;31;0,483870968;372,3333333;9,857142857;2,142857143
AIR18567675;2019-2;92314;Big Bear City;Professionals;3;2;7;4907,419983;28;0,535714286;327,1613322;46,4;3,6
AIR18567675;2019-3;92314;Big Bear City;Professionals;3;2;7;2641,660027;31;0,290322581;293,5177807;27,33333333;2
AIR18567675;2019-4;92314;Big Bear City;Professionals;3;2;7;1271,819992;30;0,233333333;181,6885703;49,5;3,5
AIR18567675;2019-5;92314;Big Bear City;Professionals;3;2;7;349,9400024;31;0,064516129;174,9700012;5;2
AIR18567675;2019-6;92314;Big Bear City;Professionals;3;2;7;249,9700012;30;0,033333333;249,9700012;1;1
AIR18567675;2019-7;92314;Big Bear City;Professionals;3;2;7;1580,730011;31;0,290322581;175,6366679;3,666666667;3
AIR18567675;2019-8;92314;Big Bear City;Professionals;3;2;7;3833,370026;31;0,677419355;182,5414298;23,66666667;3,666666667
AIR18567675;2019-9;92314;Big Bear City;Professionals;3;2;7;318,9499969;30;0,066666667;159,4749985;1;1
AIR18567689;2019-1;92314;Big Bear City;Professionals;3;1;8;0;31;0;;;
AIR18567689;2019-2;92314;Big Bear City;Professionals;3;1;8;0;2;0;;;
AIR18567697;2019-1;92315;Big Bear Lake;Professionals;3;2;6;4149,499939;31;0,483870968;276,6333293;29;2,5
AIR18567697;2019-2;92315;Big Bear Lake;Professionals;3;2;6;4013,550018;28;0,392857143;364,8681835;15,66666667;1,833333333
AIR18567697;2019-3;92315;Big Bear Lake;Professionals;3;2;6;1349,850037;31;0,096774194;449,9500122;2,666666667;1
AIR18567697;2019-4;92315;Big Bear Lake;Professionals;3;2;6;0;30;0;;;
AIR18567697;2019-5;92315;Big Bear Lake;Professionals;3;2;6;249,9700012;31;0,032258065;249,9700012;2;1
AIR18567697;2019-6;92315;Big Bear Lake;Professionals;3;2;6;649,9199982;30;0,1;216,6399994;1;3
AIR18567697;2019-7;92315;Big Bear Lake;Professionals;3;2;6;1325,809982;31;0,225806452;189,401426;66;2,333333333
AIR18567697;2019-8;92315;Big Bear Lake;Professionals;3;2;6;1387,789993;31;0,258064516;173,4737492;7,666666667;3
AIR18567697;2019-9;92315;Big Bear Lake;Professionals;3;2;6;168,9700012;1;1;168,9700012;;
AIR18567703;2019-1;92315;Big Bear Lake;Professionals;4;2;10;6122,2901;31;0,483870968;408,1526733;36;1,875
AIR18567703;2019-10;92315;Big Bear Lake;Professionals;4;2;10;0;31;0;;;
AIR18567703;2019-11;92315;Big Bear Lake;Professionals;4;2;10;1404;30;0,133333333;351;12;2
